HotelName,RoomType,DoubleBed,SingleBed,Price
Landmark Plaza Hotel,Classic Room with Double Bed,Yes,No,5245
Helnan Royal,Deluxe King Room,Yes,No,10199
Armada Avenue Hotel - formerly Armada BlueBay Hotel,Standard Double or Twin Room,Yes,No,6715
Al Bandar Rotana – Dubai Creek,City View Room - King Bed,Yes,No,13900
Jannah Place Dubai Marina,Two Bedrooms,No,Yes,10690
Andaz by Hyatt – Palm Jumeirah,King Room,Yes,No,26064
President Hotel,Standard Queen Room,Yes,No,7336
Marhaba Deira Hotel,Double Room,Yes,No,6006
Queens Hotel,Standard Double Room,Yes,No,3517
Signature Hotel Al Barsha,Superior Double Room,Yes,No,5549
Marina View Deluxe Hotel Apartment,DeLuxe Room,No,Yes,8663
AL KARNAK HOTEL - BRANCH,Twin Room,Yes,No,4306
DAMAC Maison Distinction,One-Bedroom Suite with Downtown View,Yes,No,19913
Lavender Hotel Deira,Standard Twin Room,Yes,No,4705
Coral Dubai Deira Hotel,DeLuxe Room,No,Yes,7083
S19 Hotel-Al Jaddaf Metro Station,Executive King Room with 20% Off Food & Beverage (excluding in-room dining),Yes,No,8567
Landmark Grand Hotel,Standard Room,Yes,No,5127
THE K HOTEL,Double Room,Yes,No,3468
Avenue Hotel Dubai,Premium Double Room,Yes,No,5175
Zain International Hotel,Standard Double Room ,Yes,No,3590
Lavender Hotel Al Nahda Dubai,Standard King Room with 20% off F&B,Yes,No,4974
Al Bandar Arjaan by Rotana – Dubai Creek,Creek View One Bedroom Apartment ,No,Yes,17338
Nine Hotel,Standard Double Room,Yes,No,3697
Landmark Premier Hotel,Standard Twin Room,Yes,No,5114
Rove Healthcare City - Bur Dubai,Rover Room,No,Yes,7454
Vida Creek Beach Hotel,Deluxe Room Twin,Yes,No,14448
Asiana Hotel Dubai,Superior Twin Room - Beach transfer & Free Shuttle to Deira city center mall,Yes,No,6865
24 Gold Hotel,King Room,Yes,No,5349
Radiance Premium Suites,One-Bedroom Apartment,No,Yes,9952
Garden City Hotel Dubai,Double or Twin Room with Private Bathroom,Yes,No,10433
Element Dubai Airport,King Studio with Sofa Bed - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off,Yes,No,8590
City Stay Grand Hotel Apartments - Al Barsha,Deluxe Double Room,Yes,No,5513
Al Khoory Inn Bur Dubai,Superior Double Room,Yes,No,6596
DAMAC Maison Canal Views,Deluxe Room Canal View,No,Yes,15779
OSTAY - Address Dubai Mall -The residence,Deluxe Studio,No,Yes,41702
Vida Creek Harbour,City View Deluxe Room King,Yes,No,13485
Marriott Executive Apartments Dubai Creek,One-Bedroom Apartment,No,Yes,11105
Grand Nova Hotel,Double or Twin Room,Yes,No,4671
Vida Emirates Hills,City View Deluxe Room King ,Yes,No,18109
Rolla Suites Hotel -Former J5 Bur Dubai Hotel,Premium King Room,Yes,No,5582
San Marino Hotel,Standard Double Room,Yes,No,6799
"Delta Hotels by Marriott Jumeirah Beach, Dubai",Standard King Room - Complimentary beach kit,Yes,No,24909
Royal Falcon Hotel,Deluxe Double or Twin Room,Yes,No,3725
DAMAC Maison Cour Jardin,Deluxe Room Downtown View,No,Yes,16277
Omega Hotel Dubai,Standard Double Room,Yes,No,5858
Donatello Hotel,Deluxe King Room & 20% discount at Oro Lounge and Yamas Restaurant ,Yes,No,8794
Regent Palace Hotel,Standard  Room,Yes,No,6207
Mark Inn Hotel Deira,Standard Queen Room,Yes,No,5213
Palace Downtown,Deluxe Room with Lake View,No,Yes,36240
Signature 1 Hotel Tecom,Classic Room,No,Yes,8377
Panorama Hotel Bur Dubai,Standard Double or Twin Room ,Yes,No,4710
MD Hotel By Gewan,Superior Twin Room - Complimentary Transfer to Bluewater Island and JBR,Yes,No,5895
Moscow Hotel,Standard Double Room,Yes,No,6475
Florida Al Souq Hotel (Previously Known Flora Al Souq Hotel),Double or Twin Room,Yes,No,4448
Kingsgate Al Jaddaf Hotel by Millennium,Standard King Room,Yes,No,5190
Fortune Grand Hotel,Twin Room,Yes,No,4281
Hive Hotel,Deluxe Double or Twin Room,Yes,No,3468
Hyatt Place Dubai Wasl District Residences,Studio with Kitchen,No,Yes,7796
Regal Peninsula Hotel Formerly New Peninsula Hotel Ghubaiba Bus Station Bur Dubai,Executive King Room ,Yes,No,3259
Rose Plaza Hotel Al Barsha,Classic King Room - Late check-out 2 pm,Yes,No,6981
Adagio Premium Dubai Al Barsha,One-Bedroom Apartment,No,Yes,12465
Samaya Hotel Deira,Classic Room,No,Yes,7139
SKAF HOTEL LLC,Superior King Room,Yes,No,5434
Icon Hotel Apartments,Standard Studio,Yes,No,6099
Saffron Boutique Hotel,Deluxe Room,No,Yes,3853
Tulip Al Barsha Hotel Apartment,Partner offer option,No,Yes,6164
NEW CALIFORNIA HOTEL,Standard Double or Twin Room,Yes,No,3672
Gulf Inn Hotel Deira Formerly City Star Hotel,Standard Double or Twin Room,Yes,No,3515
SUTCHI HOTEL,Deluxe Double Room,Yes,No,4080
Raviz Center Point Hotel,Standard Double or Twin Room,Yes,No,6810
Sun and Sands Plaza Hotel,Standard Double or Twin Room,Yes,No,5079
Address Dubai Mall,Deluxe Room,No,Yes,56638
Phoenicia Grand Hotel,Standard Double or Twin Room,Yes,No,4487
Address Dubai Marina,Deluxe Room,No,Yes,25823
Pearl Swiss Hotel,Superior King Room,Yes,No,5650
Grand Mayfair Hotel,DeLuxe Room,No,Yes,4100
Wave International Hotel,Standard Double or Twin Room,Yes,No,7343
Hues Boutique Hotel,Classic Twin Room ,Yes,No,4792
Grand Kingsgate Waterfront Hotel by Millennium,Standard Twin Room City View,Yes,No,6344
"La Ville Hotel & Suites CITY WALK Dubai, Autograph Collection","Deluxe Room, Guest room, 1 King ",Yes,No,22664
LEGOLAND Hotel Dubai,Double Standard,Yes,No,16799
Palm Beach Hotel,Standard Double or Twin Room ,Yes,No,4277
"Dubai Grand Hotel by Fortune, Dubai Airport",Standard Twin Room,Yes,No,6222
"Moon Valley Hotel Apartment - Bur Dubai, Burjuman",Three-Bedroom Apartment,No,Yes,5325
Al Raya Hotel Apartments,Standard King Room,Yes,No,14674
SUN & SANDS HOTEL LLC,Standard Double Room,Yes,No,4986
Saeed Hotel,Studio Apartment,No,Yes,4233
Andaz Residence by Hyatt - Palm Jumeirah,Studio Apartment City View,No,Yes,39662
Royal Continental Suites Business Bay - Deluxe Apartments,Deluxe Room,No,Yes,9985
Ascot Hotel,Standard Room,Yes,No,6661
Versailles by Raviz Hotel,Standard Room,Yes,No,6038
Capitol Hotel,Superior Double or Twin Room,Yes,No,9056
Golden Tulip Deira Hotel,"Deluxe  Room with 20% off Food, Beverage and Spa",No,Yes,4344
Arabian Courtyard Hotel & Spa,Deluxe Room,No,Yes,8171
MENA ApartHotel Albarsha At The Mall,Junior Studio Suite,Yes,No,6775
Manhattan Avenue Hotel,Standard King Room,Yes,No,6607
"Element Al Mina, Dubai","Studio 1 King Bed, City view - Complimentary Transfer to  Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off",Yes,No,21531
DAMAC Maison Mall Street,One Bedroom Suite - City View,Yes,No,23609
Royal Tulip Hotel LLC,Standard Room,Yes,No,3275
Golden Star Hotel,Budget Double Room,Yes,No,4487
Suha Mina Rashid Hotel Apartments,Deluxe Twin Bed Studio Apartment,Yes,No,12624
Grand Marino Hotel,Deluxe Double Room,Yes,No,8159
Al Khaleej Grand Hotel,Partner offer option,No,Yes,4946
Delmon Hotel,Deluxe Double Room,Yes,No,3443
Emirates Stars Hotel Apartments Dubai,Deluxe Suite,Yes,No,4773
Parkside Hotel Apartment,Standard Studio,Yes,No,4759
Pearl Executive Hotel Apartments,Deluxe Studio ,No,Yes,4897
Maaeen Hotel,Twin Room,Yes,No,4508
La Villa Najd Hotel Apartments,Standard One-Bedroom Apartment,Yes,No,6573
Waldorf Astoria Dubai International Financial Centre,Grand Deluxe King Room,Yes,No,55420
Grand Square Hotel,Single Room,No,Yes,3262
Rose Executive Hotel - DWTC,Executive King Room -  Late check-out 2 pm  ,Yes,No,8862
AL Raien Hotel Apartment,Deluxe Double Studio,Yes,No,3876
Saffron Hotel,Standard Twin Room,Yes,No,3853
Number One Tower Suites,Deluxe Studio,No,Yes,6924
Florida Square Hotel (Previously known Flora Square Hotel),Double or Twin Room,Yes,No,5790
Al Ahrar Hotel,King Room,Yes,No,18131
J5 RIMAL Hotel Apartments,Classic Studio - King Bed,Yes,No,7816
Marco Polo Hotel,Standard Double Room ,Yes,No,5025
HE Hotel Apartments,Deluxe King Studio Apartment,Yes,No,7557
Auris Boutique Hotel Apartments - AlBarsha,Superior One Bedroom Apartment - King Bed,Yes,No,8159
Orchid Vue Hotel,Standard Room King or Twin,Yes,No,8445
Cheval Maison - The Palm,Superior One-Bedroom Apartment (2 Adults),No,Yes,21985
Address Sky View,Premier Twin Room,Yes,No,45305
Ghaya Grand Hotel & Apartments,Deluxe King Room,Yes,No,8730
Vida Downtown,Deluxe Garden View Room,No,Yes,28761
"Park Apartments Dubai, an Edge By Rotana Hotel",Studio - King Bed,Yes,No,7255
Chelsea Gardens Hotel Apartment,Studio ,No,Yes,7345
ZiQoo Hotel Apartments Dubai,Deluxe One-Bedroom Apartment,No,Yes,8849
Simba Hotel,Deluxe Room,No,Yes,3377
Tulip Creek Hotel Apartments,Studio,No,Yes,5757
Florida City Hotel Apartments (Previously Flora Hotel Apartments),Studio Double with Kitchenette,Yes,No,4912
Address Downtown,Deluxe Downtown View Room,No,Yes,54371
Xclusive Maples Hotel Apartment,Partner offer option,No,Yes,5288
City Stay Residences - Serviced Apartments Al Barsha,One-Bedroom Apartment,No,Yes,6629
Concorde Inn Hotel,Standard Double Room,Yes,No,3662
Ramee Dream Hotel Downtown,PREMIUM TWIN,No,Yes,12659
Al Jaddaf Rotana Suite Hotel,Twin Bed Room - City View,Yes,No,14278
Sun And Sands Downtown,Standard King Room,Yes,No,3736
Address Fountain Views,Deluxe Room - City Skyline View,No,Yes,40773
"Dunes Hotel Apartment Oud Metha, Bur Dubai",Studio,No,Yes,6920
Concorde Palace Hotel,Standard Double or Twin Room,Yes,No,5411
Grand Cosmopolitan Hotel,Superior Room - Complimentary Luxury Transfers to Kite Beach and Mall of Emirates,No,Yes,11571
Signature Hotel Apartments and Spa,One-Bedroom Apartment with Marina View,No,Yes,10407
Al Manar Hotel Apartments,Studio,No,Yes,4261
Deira Suites Deluxe Hotel Suites,2 bedroom,No,Yes,13960
Zagy Hotel,Standard King Bed,Yes,No,3193
Montreal Naif Hotel,Standard Twin Room,Yes,No,3675
Jumeira Rotana – Dubai,Guest Room - Twin Bed,Yes,No,9179
Ramee Royal Hotel,Standard Double or Twin Room,Yes,No,4971
Carlton Palace Hotel,Deluxe Room,No,Yes,5325
Welcome Hotel Apartments 1,Studio Apartment,No,Yes,5553
Al Karnak Hotel,Double Room,Yes,No,3060
Vista Square Hotel,Deluxe Double Room,Yes,No,6799
Boulevard City Suites Hotel Apartments,Standard One-Bedroom Apartment,Yes,No,6777
Address Grand Creek Harbour,City View Deluxe Room King,Yes,No,21758
Monaco Hotel,Double or Twin Room,Yes,No,7932
The Ritz-Carlton Executive Residences,Two-Bedroom Apartment,No,Yes,72752
Xclusive Hotel Apartments,Partner offer option,No,Yes,6991
Golden Sands Suites,Premier Two Bedroom Suite with Balcony ,Yes,No,26633
Westminster Dubai Mall,Premier Studio with Partial Burj Khalifa View,No,Yes,16318
Pharos Inn Sheikh Zaied Private bed space,Queen Room with Shared Bathroom,No,Yes,3769
A3301 Paramount hotel 5 star two bedroom burj Khalifa around,Two-Bedroom Apartment,No,Yes,23865
Africana Hotel,Double Room,Yes,No,3231
Address Boulevard,Deluxe Room,No,Yes,45305
Royal Prestige Hotel,Deluxe Double Room (2 Adults + 1 Child),Yes,No,8386
Golden Tulip Hotel Al Barsha,Superior Double or Twin room,Yes,No,5072
Sky Iconic,Deluxe Double Room,Yes,No,6527
Armani Hotel Dubai,Armani Deluxe Room,No,Yes,58927
Suha JBR Hotel Apartments,1-Bedroom Apartment,No,Yes,14683
BLUE SKY WAY HOTEL,Budget Double Room,Yes,No,4080
Address Montgomerie,Deluxe Courtyard View,No,Yes,22397
Hera Serviced Apartments,Studio,No,Yes,11049
"Rose Garden Hotel Apartments - Al Barsha, Near Metro Station",Studio Apartment,No,Yes,9179
Oaks Liwa Heights Hotel Suites,Premier One-Bedroom Suite,Yes,No,12919
Panorama Hotel Deira,Standard Double Room,Yes,No,3570
Fal Hotel L.L.C,Deluxe Double Room,Yes,No,4457
Capital O160 Lumbini Dream Garden Guest House LLC,Deluxe Double Room,Yes,No,4652
Rose Garden Hotel Apartments - Bur Dubai,Studio,No,Yes,9770
"Suha Creek Hotel Apartment, Waterfront Jaddaf, Dubai",Standard Studio ,Yes,No,13035
Rahab Hotel,King Room,Yes,No,3396
The Bristol Hotel,Standard Room,Yes,No,7145
Royal Prince Hotel,Triple Room,No,Yes,5666
Skylark Hotel Apartments AL Barsha,Studio,No,Yes,6708
Broadway Hotel,Double Room,Yes,No,9972
Samaya Hotel Apartment Dubai,Studio,No,Yes,11332
West Zone Plaza Hotel Apartment (Formerly Winchester Hotel Apts),Executive Studio,No,Yes,7708
Four Seasons Hotel Dubai International Financial Centre,Deluxe King Room,Yes,No,63459
Tulip Hotel Apartments,One Bedroom,No,Yes,5873
BURJ NAHAR HOTEL L.L.C,Standard Double Room,Yes,No,3196
Tamani Marina Hotel & Apartments,Two-Bedroom Apartment,No,Yes,13602
ORIENTAL CORNER HOTEL APARTMENTS LLC,Budget Double or Twin Room,Yes,No,7910
"Fortune Plaza Hotel, Dubai Airport",Deluxe Room,No,Yes,4689
Arabian Dreams Hotel Apartments,Deluxe Studio,No,Yes,12218
Cozy 2BR Delux Apartment in Dubai Marina,Apartment with Balcony,No,Yes,17236
"Suha Park Luxury Hotel Apartments, Waterfront Jaddaf",Studio Standard,Yes,No,7077
Al Waleed Holiday Homes,Studio Apartment with 20% off F&B,No,Yes,8377
Al Bustan Centre & Residence,Standard Studio,Yes,No,7541
Al Khoory Hotel Apartments Al Barsha,Studio,No,Yes,10231
The Leela Hotel,One-Bedroom Suite,Yes,No,22891
City Stay Prime Hotel Apartments - Al Barsha,One-Bedroom Apartment,No,Yes,8316
"The George Hotel by Saffron, Dubai Creek",Premier Room with Creek & Heritage Views,No,Yes,3619
Marina Hotel Apartments,One-Bedroom Apartment,No,Yes,14295
Mount Royal Hotel,Standard Double or Twin,Yes,No,3600
Dolphin Hotel Apartments,Studio Apartment,No,Yes,5353
Lusso Hometels J One Business Bay,Studio with Sofa Bed,No,Yes,21673
West Zone Pearl Hotel Apartment,Studio Apartment ,No,Yes,10145
Vida Downtown Residences,One Bedroom Apartment Canal View,No,Yes,29067
Shangri-La Apartments,Studio,No,Yes,21418
"kloc space Bukit Bintang, Kuala Lumpur",Studio with Sofa Bed,No,Yes,2453
The Apartments at Times Square Kuala Lumpur KL,Studio,No,Yes,4995
Perfect Location@ Heart of KL City Centre next to Metro MRT,Studio with Balcony,No,Yes,2824
Le Quadri Hotel Kuala Lumpur,Standard Queen Room,Yes,No,4792
The Galaxy Suites at EATON KLCC,Studio with Sofa Bed,No,Yes,7768
Dorsett Residences Bukit Bintang @Dorsett Kuala Lumpur,Studio Queen Room @ Dorsett Residences,No,Yes,7943
1 Hotel Mahkota Cheras,Deluxe King Room,Yes,No,2965
Leo Leisure Hotel @ Central Market,Standard Double Room,Yes,No,1324
SunGold Inn,Standard Queen Room,Yes,No,2129
12FLY Hotel Kuala Lumpur,Standard Double Room without Window,Yes,No,2965
Ceylonz KLCC by Mana-Mana,Muji Zen Queen room,No,Yes,2924
OYO 89652 Bjorn Boutique Hotel,Deluxe Double Room,Yes,No,1942
YY318 Hotel Bukit Bintang,Standard Queen Room,Yes,No,1589
My Hotel @ Sentral,My Double Room,Yes,No,2599
Lacomme Inn,Superior Queen Room,No,Yes,1821
"Fahrenheit Suites Bukit Bintang, Kuala Lumpur",Superior Double Room,Yes,No,7304
TANGERINE ORIENTAL HOTEL,Deluxe Family Room,No,Yes,2824
SPOT ON 90236 Zigzag Travellers Home,Single Bed in Mixed Dormitory Room,No,Yes,941
Stayin Hotel - Metro Pudu - Malaysia,Studio with Balcony,No,Yes,4589
Bukit Bintang Apartment by Sarah's Lodge @ Fahrenheit88,Two-Bedroom Apartment,No,Yes,5473
YOTEL London Shoreditch,Queen Room,No,Yes,12682
W London,"Wonderful Room, Low Floor, Guest room, 1 King",Yes,No,45757
Park Grand London Kensington,Superior Double Room,Yes,No,20031
"Radisson Blu Edwardian New Providence Wharf Hotel, London",Superior King or Twin Room,Yes,No,19447
Royal Lancaster London,Deluxe Double Room,Yes,No,40174
Zedwell Greenwich,Double Room,Yes,No,11083
Homefield Lodge,Double Room,Yes,No,10066
"Maldron Hotel Finsbury Park, London",Deluxe Double Room,Yes,No,21556
The Chilworth London Paddington,Compact Double Room,Yes,No,23763
"The Cumberland, London",Classic Double,Yes,No,27556
The Z Hotel Gloucester Place,Queen Room without Window,No,Yes,17286
Hilton London Metropole,Queen Hilton Guest Room,No,Yes,18892
Zedwell Piccadilly Circus,Accesible Room,No,Yes,15649
The Piccadilly London West End,Economy Double Room,Yes,No,30606
The Royale Chulan Hyde Park Hotel,Economy Double Room,Yes,No,13503
The Dilly,Superior Double Room,Yes,No,33768
"100 Queen’s Gate Hotel London, Curio Collection by Hilton",Superior Queen Room,No,Yes,20894
Hilton London Kensington Hotel,Double Hilton Guestroom,Yes,No,15572
Danubius Hotel Regents Park,Standard Double Room,Yes,No,21872
Riu Plaza London Victoria,Deluxe - No Window,No,Yes,23286
Leonardo Royal London St Paul’s,Superior King Room,Yes,No,30108
Thistle London Marble Arch,Deluxe King Room,Yes,No,27962
"The Hoxton, Shepherds Bush",Cosy Room No Windows,No,Yes,16676
Hampton By Hilton London City,Queen Room,No,Yes,23081
Courtyard by Marriott London City Airport,"Guest Room, 1 King",Yes,No,9421
Tavistock Hotel,Standard Twin Room,Yes,No,16458
The Z Hotel Trafalgar,Z Inside Double (without a window),Yes,No,17794
The Barbican Rooms,Superior Double Room,Yes,No,23183
"Holiday Inn Express London - ExCel, an IHG Hotel",Double Room - Non-Smoking ,Yes,No,10285
Park Avenue Bayswater Inn Hyde Park,Double Room,Yes,No,14642
"InterContinental London Park Lane, an IHG Hotel",Cosy Room,No,Yes,39579
Doubletree By Hilton London - Greenwich,Queen Guest Room,No,Yes,13833
Moxy London Stratford,"Moxy Sleeper, Guest room, 1 Queen",No,Yes,14134
Rubens At The Palace,Cosy Double,Yes,No,40164
"Radisson Blu Edwardian Hampshire Hotel, London",Superior Double or Twin Room,Yes,No,36214
Park International Hotel,Double Room,Yes,No,15740
DoubleTree By Hilton London Excel,Queen Guest Room,No,Yes,10440
The Montcalm At Brewery London City,Deluxe Double Room,Yes,No,24403
The BoTree - Preferred Hotels and Resorts,Superior Double Room,Yes,No,51247
Argo Hotel - Kings Cross,Double Room,Yes,No,26001
Dorsett Shepherds Bush London,Dorsett Double Room,Yes,No,17156
DoubleTree by Hilton London – Docklands Riverside,Queen Guest Room,No,Yes,15589
"Radisson Blu Edwardian Bloomsbury Street Hotel, London",Superior Double or Twin Room,Yes,No,32411
Hyatt Regency London Stratford,King Room,Yes,No,17815
"Holiday Inn Express London Greenwich, an IHG Hotel",Double Room,Yes,No,15200
citizenM London Victoria Station,King Room,Yes,No,21089
Hilton London Bankside,King Guest Room,Yes,No,27753
The Cavendish London,Classic Double Room,Yes,No,29488
The Ampersand Hotel,Superior Double or Twin Room,Yes,No,31236
"Holiday Inn Express London - Wandsworth, an IHG Hotel",Double Room,Yes,No,17793
Park Plaza London Riverbank,Superior Double Room,Yes,No,23702
Clayton Hotel City of London,Deluxe Double Room,Yes,No,26081
DoubleTree by Hilton London Victoria,Double Room,Yes,No,23925
London Marriott Hotel Marble Arch,Deluxe King Room,Yes,No,25852
TRIBE London Canary Wharf,TRIBE Essential,No,Yes,29284
citizenM London Shoreditch,King Room,Yes,No,27352
"Holiday Inn Express Royal Docks, an IHG Hotel",Double Room with Sofa Bed,Yes,No,15125
Paddington Court Executive Rooms,Deluxe Double Room,Yes,No,18913
Best Western Northfields Ealing Hotel,Superior King Room with Kitchenette ,Yes,No,16390
"St. James' Court, A Taj Hotel, London",Classic Room,No,Yes,29386
ibis London Stratford,Double Sweet Room by Ibis,Yes,No,15659
"Radisson Blu Edwardian Kenilworth Hotel, London",Standard Double/Twin Room,Yes,No,28089
Nobu Hotel London Portman Square,Superior King Room,Yes,No,46672
Montcalm Royal London House-City of London,Deluxe Double Room,Yes,No,31725
